"provider_name","website","email","street_address","city","state","Zipcode","phone","description","from_age","to_age","has_class","has_camp","has_birthday_party","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url","location_name","from_grade","to_grade","Hot lead","NOTES"
"Crystal Mountain INC","http://crystalmountainresort.com/","multiweek@skicrystal.com","33914 Crystal Mountain Blvd.","Crystal Mountain","WA",98022,"360-663-3032","Our camps we will be focused on technique, goal setting for the season and gear setup. We will do video analysis and ski as much of the mountain as possible. These early season training opportunities will help set you up for success for the rest of the season.",4,18,"Yes","Yes","No","Skiing and snowboarding",,,,,,,,,99,"Per_session","Active","https://www.facebook.com/CrystalMountainWashington","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-prn2/v/t1.0-1/c12.12.155.155/562340_10151344023440233_993504502_n.jpg?oh=99766e1f1b187146942591e5b690d2bb&oe=54E79095&__gda__=1424059228_17ff4a3710a02e2b57c871f1ad9d4e08","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/408719_10151387349305233_170731128_n.jpg?oh=86a41292c22e11bf6fd3baf559141dfb&oe=5511AF68&__gda__=1427755451_ba7d5bbcd2cd3c6930384d067f5996ae",,,,,
"Coach Tom Shaw Performance Camps","coachtomshaw.com","sabrina@coachtomshaw.com","ESPN Wide World of Sports","Kissimmee","FL",34747,"727-365-4626","The Youth Level Package is an introductory program created by Coach Tom Shaw for athletes from the ages of 6 - 12. The training is specially dedicated and designed to the younger athlete to help them understand the importance of speed training mechanics. Oour staff will cover a wide variety of performance enhancement drills. The athletes will be taught how to perform specific drills and fundamental techniques that will enhance and improve their speed and explosiveness. Coach Shaw’s philosophy is to combine these crucial aspects of performance for the younger athlete so they can establish a foundation for improvement regardless of their skill level. Athletes will work with Coach Tom Shaw, his staff, and when ever possible professional athletes attending training programs.",6,18,"Yes","Yes","No","Football",,,,,,,,,30,"Per_class","Active","https://www.facebook.com/pages/Coach-Tom-Shaw-Performance/201267849888206","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/p160x160/1661406_817148991633419_1392421682_n.jpg?oh=2a8298ec88c41b432d8dc5cccfb66eb9&oe=54D6ABB3&__gda__=1427325222_d195bb8120b1bf9303709e60620865e0","https://scontent-a.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/10409498_875334049148246_4303380249967713974_n.jpg?oh=8110b0dd5307213cf644cd6d1dc53325&oe=55117A35","ESPN Wide World of Sports",,,,
"Dominican University of California Sports Camps","dominican.edu","summercamp@dominican.edu","50 Acacia Avenue","San Rafael","CA",94901,"415-482-3543","Dominican is pleased to offer weekly Sports Camps and Summer Odyssey Programs on campus. We offer a range of sports camps including Basketball, Flag Football, Lacrosse, Soccer, Tennis and Volleyball help campers develop their skills in competitive athletic environments. Alternatively, our Multi-Sports camp is perfect for campers new to sports, or are not interested in single sport focus. Campers participate in a combination of fun, energetic activities and games including dodgeball, kickball, capture the flag and swimming. Our Odyssy Camp is two-week summer program is designed for academically gifted and creative students grades 2-9. With talented and respected faculty, each course is age-appropriate and the curricula are activity-based.",6,14,"No","Yes","No","Multisport","Academics","Basketball","Flag Football","Tennis","Lacrosse","Soccer",,,335,"Per_week","phone or email","https://www.facebook.com/dominicanathletics","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpf1/v/t1.0-1/p160x160/189678_10151259965034204_306044413_n.png?oh=7140cf8ab6b5ea35d116ba3d7d7124d7&oe=54D65DBC&__gda__=1423673238_c9599fe8b0d57ebc3205a649f5cbb5b2","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/66581_10151192397649204_406307965_n.jpg?oh=b094969ead1916656ead1b3d4bfcf05e&oe=54D6C349&__gda__=1428001850_73b7b17c7c15cd30429c68a3edb85cfa",,,,,
"Virginia Outside","virginiaoutside.com","rva@virginiaoutside.com","6836 Old Westham Rd","Richmond",,23225,"804-272-6362","We started our programs because the outdoors is important to us, whether fishing, mountain biking, hiking, or just exploring. We offer numerous fishing and nature camps and stress the importance of outdoor play and adventure.",6,14,"No","Yes","No","Fishing","Biking","Nature Programs","Adventure/Outdoors","Play/Outdoor","Kayaking",,,,395,"Per_session","Active","https://www.facebook.com/pages/Virginia-Outside/168025059887802?ref=hl","No","http://virginiaoutside.com/images/toplogoVOandVFA.jpg","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/1003010_615534721803498_2020006063_n.jpg?oh=54137f3bffbcc822f06d01d161ac352f&oe=54D3A7F8&__gda__=1423756202_2bbc0fe26d0bb439221b13bbf698be24",,,,,
"Rensselaer Polytechnic Institute Outreach Programs","http://summer.rpi.edu/","randaa2@rpi.edu","110 Eighth Street","Troy","NY",12180,"518-276-6809","Rensselaer Polytechnic Institute is the nation's oldest technological research university and while Rensselaer serves undergraduate students, graduate students, and working professionals around the world, Rensselaer also offers educational and athletic programs to audiences outside of our matriculated student population.  Summer @ Rensselaer is an important component of Rensselaer's ongoing effort to provide learners of all ages the opportunity to explore and experience an engaging, interactive learning environment in several dramatically expanding research areas: Biotechnology and life sciences, energy and the environment, computational science and engineering, nanotechnology and advanced materials, and media, arts, science and technology.  Summer is an exciting time to be at Rensselaer; a place where enthusiasm and innovation are the hallmarks of our programs and classes! Rensselaer invites you to take advantage of the breadth of offerings available in the summer.",5,18,"Yes","Yes","No","Academics","Creative Writing","Industrial Arts","Science/Technology","Sports","Computer Animation","Gaming",,,125,"Per_session","Active","https://www.facebook.com/RPI.EDU","Yes","http://summer.rpi.edu/summer/sites/all/themes/rpi/resources/rensselaer.png","http://summer.rpi.edu/sites/default/files/rpi-summer-01_0.jpg",,,,,
"Missouri State Soccer School","www.msusoccer.com","jonleamy@missouristate.edu","901 S National","Springfield","MO",65801,"417-836-3743","The Missouri State Soccer School, known as one of the finest quality teaching camps in the nation, is now entering into it's 22nd exciting year. The camps offer players the opportunity to enhance their technical skills and further develop the concepts of tactical play. Players who are serious about improving their game will train and develop under the guidance of the Missouri State University coaches along with a first-rate instructional staff.",7,18,"No","Yes","No","Soccer",,,,,,,,,210,"Per_session","Active","https://www.facebook.com/pages/Missouri-State-Soccer-School/209326165749364","No","http://www.msusoccer.com/images/headerlogo.png","http://3.bp.blogspot.com/-p1_gU0CRuKc/T6G-G-kPfJI/AAAAAAAAEV4/18hs8ofN9Xg/s1600/soccer.jpg",,,,,
"Life Lab","lifelab.org","amy@lifelab.org","1156 High Street","Santa Cruz","CA",95064,"831-459-4035","Since 1979 Life Lab Science Program has supported science and garden-based education through publications, professional development, and innovative programs. Come explore, harvest, prepare and enjoy fresh food from the farm, hike, create garden crafts, art and music, play games, and form new friendships! Each day has a theme (past examples: Bug Day, Solar Energy Day, Chickens & Eggs Day) and each day begins with farm chores (Chickens, Fresh Fruit Popsicle-making, Farm Update, and Weather Report) and ends with storytelling under the walnut tree. The last Friday afternoon of each session, families join us for a kid-harvested Farmer's Market Party. Each session serves 32 campers with a 1:8 ratio of instructors to campers.",4,14,"Yes","Yes","No","Nature Programs","Farm","Adventure/Outdoors","Hiking","Creative Arts","Music","Play/Outdoor",,,250,"Per_session","Active","N/A","N/A","http://www.lifelab.org/wp-content/themes/gardenclass/images/lllogo.jpg","https://lh6.googleusercontent.com/-zZykvxqNH10/TXfV-5dFmrI/AAAAAAAAKJw/H2iSErjEzoE/w640-h427-no/2006-07%2BLife%2BLab%2B032.jpg",,,,,
"Bellevue College Baseball","http://www.bellevuecollege.edu/athletics/sports/baseball/camps/","myoshino@bellevuecollege.edu","3000 Landerholm Circle SE","Bellevue","WA",98007,"425-564-2356","Bellevue College Baseball Camps give an ideal combination of coaching quality and economic savings. Two sessions will be offered for 7-9 year-olds and 10-12 year-olds. 7-year olds may be separated from the 8-9 year-olds during the summer camp due to developmental differences. Hitting, fielding, baserunning, team defense concepts, and pitching will be covered. Our summer camps emphasize four things: fun, lots of instruction, lots of prizes, and a great facility. Players receive numerous baseball memorabilia goods and have opportunities to win items such as bats, gloves, and pro baseball prizes.",7,12,"No","Yes","No","Baseball",,,,,,,,,250,"Per_session","Active","https://www.facebook.com/pages/Bellevue-College-Baseball/192232550814947","N/A","http://s.bellevuecollege.edu/wp/sites/23/2014/03/ATHLbanner_white.gif","http://blogs.courierpostonline.com/varsityinsider/files/2011/05/Charlton-safe-on-steal.jpg",,,,,
"Memphis Soccer Camps","memphis.edu","rsausamn@memphis.edu","University of Memphis","Memphis","TN",38152,"901-678-3262","University of Memphis head coaches and staff run their own camps and clinics throughout the year. The University of Memphis men's soccer head coach Richard Mulrooney heads up the soccer camps. The Memphis Soccer Youth Camp will utilize the game's skills focus on player development with sessions consisting of passing, receiving, dribbling, shooting and heading.",14,22,"No","Yes","No","Soccer",,,,,,,,,125,"Per_session","Active","https://www.facebook.com/memphistigers","Yes","http://grfx.cstv.com/schools/mem/graphics/spacer.gif","http://www.isport.com/images/guide/11970112092011031604.jpg",,,,,
"Camp Sheldrake Inc.","http://www.campsheldrake.ca/","campshel@xplornet.ca","300 Lockhart Mill Road","Woodstock","NB","E7M 6B5","506-622-8907","Located in Bartibog, NB, on 150 acres overlooking the beautiful Miramichi River, Camp Sheldrake boasts two waterfronts, and several kilometers of woodland trails. We are a residential outdoor adventure summer camp for youth and teens. As a Catholic-based camp, affiliated with the Roman Catholic Diocese of Saint John, our program bases itself in Christian values and often focuses on the theme of Social Justice. Our days & meals begin with prayer and we end our days around a group campfire based on Spiritual and Social Justice themes.",6,15,"No","Yes","No","Catholic","Adventure/Outdoors","Swimming","Nature Programs","Canoeing","Sports","Leadership","Archery","Rock Climbing",40,"Per_day","Active","https://www.facebook.com/campsheldrake","Yes","http://www.campsheldrake.ca/sitebuildercontent/sitebuilderpictures/webassets/header.jpg","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/10624913_779485798768729_241582432056907442_n.jpg?oh=20ad95e00076c71da3b0338c9efa170c&oe=55128B70&__gda__=1423738400_66538ae3f8e896969f915b5e79ecb9ee",,,,,
"Worlds UNBound - University of New Brunswick","http://worldsunbound.ca/camps/","worlds@unb.ca","100 Tucker Park Road","Saint John","NB","E2L 4L5","506-452-6176","Worlds UNBound's camps are the coolest engineering, science and technology programs around. The camps are run entirely by undergraduate science and engineering students from the University of New Brunswick. Through these camps we want to excite ALL youth about the diversity & fun of science, engineering and technology!  At camp, participans will get to do hands-on experiments, see awesome demonstrations, and work together on exciting group projects! Each camp also features tours of high tech facilities on campus and indoor and outdoor recreational activities.",6,15,"No","Yes","No","Academics","Science/Technology","Math","Robotics","Sports","Computer Animation",,,,40,"Per_day","Active","https://www.facebook.com/worldsunbound?ref=hl","No","http://worldsunbound.ca/storage/masthead2014.jpg","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10653731_582497391855442_5734577627607547226_n.jpg?oh=d686040592a362e311d88b01d5f4f8a5&oe=551D9213&__gda__=1427757995_a1008960f4dfb988b8397bb84d76cd20",,,,,
"Fresno Chaffee Zoo","fresnochaffeezoo.org","adventurecamp@fresnochaffeezoo.org","894 W. Belmont Ave.","Fresno","CA",93728,"559-498-5920","Fresno Chaffee Zoo offers Zoo Adventures for children ages 3-17 during school breaks. Fall, Winter and Spring Zoo Adventures are single-day educational experiences at your Zoo, while Summer Zoo Adventures are week-long courses with a different theme each week. All sessions foster an appreciation and understanding of animals and nature through live animal interactions, animal observations, games, arts and crafts, and other exciting activities.",3,17,"Yes","Yes","No","Adventure/Outdoors","Animals","Nature Programs","Creative Arts",,,,,,33,"Per_day","Active","https://www.facebook.com/fresnochaffeezoo","Yes","N/A","https://scontent-a.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/1924330_10152208964147894_5403615883971825906_n.jpg?oh=c8c07df7047ea577e9d6c4ad4c3e8c6e&oe=54D729F0",,,,,
"Loudoun Arts Center","loudoun-arts-center.com","info@loudoun-arts-center.com","21586 Atlantic Boulevard Building 130","Sterling","VA",20166,"703-444-5888","At Loudoun Arts Center, kids of all ages and even grown ups can play, discover, and learn in a brand new, state-of-the-art, multidisciplinary arts center conveniently located in Sterling, Virginia. LAC provides classes, training, and performances in Theatre, Music, Dance, and Visual Arts. Our nurturing, empowering environment and enthusiastic teaching artists, will ignite your creativity and allow your inner artist to soar!",3,99,"Yes","Yes","Yes","Creative Arts","Performing Arts","Dance","Music","Creative Writing",,,,,132,"Per_session","Active","https://www.facebook.com/loudounartscenter","Yes","http://static.wixstatic.com/media/204c9a_46ea69da716f4d50a7507d8a2f55cf15.png_srz_p_187_192_75_22_0.50_1.20_0.00_png_srz","https://scontent-b.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10427277_560187050749994_5170656324751415208_n.jpg?oh=68dc9bae6b2b8a5e498a39e7e906e6f3&oe=551708D1",,,,,
