"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"IKO Kyokushinkaikan Los Angeles","http://www.powerkarate.com/index.html","info@powerkarate.com","1730 N. Sepulveda Blvd.","Manhattan Beach",90266,"(310) 937-8855","Our mission is to strive for excellence while providing quality instruction to each and every karate-ka (student) who entrusts his or her Body, Mind and Spirit to our dojo. We are committed to the education of all of our karate-kas as well as providing for the dojo's needs in the most empathetic and professional environment possible. Our intent is
that the benefits of our commitment to excellence will positively impact the lives of our instructors, karate-kas and the community we serve.","CA",4,99,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/pages/Power-Karate-USA/173396462767772","yes","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/303376_252811814826236_50604607_n.jpg?oh=527d6cf52ffeaa16012db93d6277fb73&oe=551DAF48&__gda__=1427239553_987ce9d5495ec7174a6d2ea0cc3436ab","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/t31.0-8/475289_262863127154438_1045464155_o.jpg"
"Lama's Kenpo Karate","https://lamaskenpokarate.shutterfly.com/","lamaskenpo@gmail.com","461 Cortland Ave","San Francisco",94110,"(415) 624-3201","In 1986, Lama's Kenpo Karate began  as an idea to facilitate the art of Shaolin Kenpo to friends and family members in the Bernal Heights community as a way to build  self-confidence, awareness,  and self-defense. In the mid 80's, the  Bernal Heights neighborhood was known to have an above average crime  rate, which included random assaults, robberies, and the selling of  illegal drugs. It made walking the streets unsafe during any time of the day. Although, this was considered a rough neighborhood it was Professor  Lama's vision to share his knowledge in self-defense  so that others may benefit.Professor Lama first began teaching out of his  own garage where he only had five students.  The space was very limited, but Professor managed to teach katas and conduct sparring sessions in his 12'x18' garage space. His motivation and  combined passion for teaching encouraged him to open up his first formal  karate studio in Bernal Heights. After  four successful years in  business, Lama's Kenpo Karate expanded and moved into a larger location  in Bernal Heights. As enrollment increased at Lama's Kenpo Karate, Sibok Lama moved the school to its present day location in San Bruno, Ca. It is here that Professor continues  to build self-confidence, awareness, and discipline into his students.","CA",3,99,"yes",,,"Martial Arts",,,,99,"per_month","phone, email","https://www.facebook.com/LamasKenpo/timeline","no","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/426031_10150649183229781_818625972_n.jpg?oh=0ddc76541af8cd6101dd3179cc3e567d&oe=54DDB039","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xaf1/t31.0-8/459388_10150776544979781_1671963216_o.jpg"
"Beverly Hills Jiu Jitsu Club","http://www.bhjjc.com/","Info@bhjjc.com","1080 S. La Cienega Blvd","Los Angeles",90035,"(310) 854-7664","Beverly Hills Jiu-Jitsu Club offers a variety of classes for all levels.We provide training for competition, tournaments, self defense or if you just want a fun and challenging workout to be in top shape.","CA",4,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/bhjjc/timeline","yes","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/303136_10150351207851122_766370810_n.jpg?oh=b892da147422a61505baa8ed912f9053&oe=5509DCBF&__gda__=1428114448_d64ea1dd82cf503d7184692d20727e3c","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10733985_10152876218556122_2105129328005193948_n.jpg?oh=88679107788a0c3af20cca5af8e2d408&oe=5510D8A8&__gda__=1427862781_f68661c04df43f14db02434c533cb647"
"White Dragon Martial Arts","http://www.whitedragonmartialarts.com/","whitedragonmiramesa@gmail.com","6755 Mira Mesa Blvd., Ste. 136","San Diego",92121,"(858) 678-8882","Whether you’re new to martial arts or have been training for years, White Dragon has the program that is right for you. Our unique combination of Kung Fu, Tai Chi, Kickboxing & Grappling - MMA creates a complete, well rounded training experience: Kung Fu for practical self defense, Tai Chi to relieve stress and improve health, Kickboxing & Grappling - MMA for fun, high intensity workouts that build strength and cardiovascular fitness.Established in 1985, White Dragon is one of Southern California’s oldest & largest martial arts schools. We stand apart from other schools because one on one private lessons are included in every membership. This means that you’ll safely and effectively achieve your goals while working with some of the most dedicated instructors anywhere.At White Dragon Martial Arts 
we guarantee to transform your life by teaching you the most complete and effective system of martial arts and health improvement available today. We promise to serve you at the highest standards of ethics and excellence in teaching, so that you can go beyond your limitations, reach your fullest potential, and achieve your most important life goals.","CA",4,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/whitedragonmartialartsmiramesa/timeline","no","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/1947329_1412348509028486_805662684_n.jpg?oh=bebfb7906c003d53271945c906a47df6&oe=5510C3C3","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/970517_1421498388113498_624433709262585114_n.jpg?oh=868a304dcb87d7d65903e46c5d49f02c&oe=551D5C4F"
"Evolution Martial Arts & Fitness","http://www.santarosamartialarts.com/",,"61 Montgomery Dr.","Santa Rosa",95404,"(707) 538-5555","We are an independent family owned and professional full service martial arts academy located in Santa Rosa.  We offer exciting classes 6 days a week taught by certified black belt instructors.  We have been serving Sonoma County since 1993.  Our curriculum is age specific and relevant for every age group.","CA",4,99,"yes",,,"Martial Arts",,,,49,"per_4 weeks","phone","https://www.facebook.com/EvoMartialArts/timeline","yes","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/l/t1.0-9/10419514_10152685739489349_5138725812114482062_n.jpg?oh=cf3def0577e2b096f86652a9d6caa8c1&oe=55181EFC","http://www.santarosamartialarts.com/wp-content/uploads/2011/03/photo-1.jpg"
"Baciarini's Martial Arts","http://bmadojo.com/","director@bmadojo.com","912 5th St., Ste. 100","Davis",95616,"(530) 758-5431","We pride ourselves on being what we call a ""family school"". This is a term that we always use to describe our school and our program. It simply means that we welcome all people, from every aspect of our community, to come together in our school to learn the martial arts. Our program provides for a diverse collection of people that includes both men, women, and children of all ages. Our students are kids, mothers, fathers, college students, business owners, teachers,
and professionals. Our students come from all over Davis and the surrounding areas. Their ages range from 5 to 50 and all work together toward the success of all. For many, achieving the rank of Black Belt is the goal of a lifetime. So often, our older students will tell you that this was something they always wanted to do but could never find quite the right environment to do it in. But, they found the right formula here in our school. The parents of our younger students 
will tell you of the positive impact the karate program has had on their child and how the family environment of the school has contributed to this. Parents and children are encouraged to learn the martial arts side by side. Our school has a history of families participating and training together. Many families have gone through the program and earned their Black Belts together.","CA",3,99,"yes","yes","yes","Martial Arts",,,,19.95,"per_4 weeks","phone, email","https://www.facebook.com/BaciariniMA/timeline","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/t31.0-8/10321030_10152410296617497_2867643078255525426_o.jpg","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10711099_10152818275037497_2621766295053374074_n.jpg?oh=86cf0639e33946bdfa7d03d51523e43d&oe=5508039E&__gda__=1428077771_7709a653bcb04dd83a8dd6bc819880b8"
"Aikido of San Leandro","http://www.aikido-sanleandro.com/Index.html","aikidoofsanleandro@gmail.com","1033 MacArthur Blvd.","San Leandro",94577,"(510) 430-2518","Founded in 1984, in the same location as it is today, Aikido of San Leandro has always had the same instructor and style of training. In our creative, challenging atmosphere, beginners are consistently taught with care and respect, with emphasis in clear, precise movements, which become graceful and effective techniques. The instructor, Pat Hendricks Sensei, holds a 7th degree black belt, and has trained exclusively in Iwama, Japan. Pat Sensei holds the highest degree possible in ""Aiki Ken and Jo Certification,"" and is certified to hold examinations for the United States. Aikido of San Leandro attracts students from all over the world, including Japan, as well as from all over the Bay Area.","CA",3,99,"yes",,,"Martial Arts",,,,75,"per_month","phone, email","https://www.facebook.com/pages/Aikido-of-San-Leandro/114086385282474?sk=timeline","yes","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/1044976_618588791498895_351671932_n.jpg?oh=c7236325bd8a8605dce655d71ac7b73d&oe=54D7D0C7","http://www.aikido-sanleandro.com/IMAG1465.jpg"
"Tarzana Aikikai","http://www.tarzanaaikikai.com/","tarzana.aikido@yahoo.com","18580 Ventura Blvd","Tarzana",91356,"(818) 705-0600","Located in the Greater Los Angeles area, TARZANA AIKIKAI is affiliated with the United States Aikido Federation (USAF), under the direction andsupport of Y. Yamada Shihan and Aikido Hombu Dojo,Tokyo, Japan. Chief Instructor Rob Hyatt, 4th dan, and  Instructor Nancy Supanich, 2nd dan, are students of Yamada Shihan and the late Kanai Shihan, both of whom are direct students of the founder of Aikido, O'Sensei Morihei Ueshiba. Tarzana Aikikai is affiliated with and supports the United States Aikido Federation, a 501 ©(3) nonprofit educational institution created for the purpose of spreading and maintaining the integrity of the Japanese martial art Aikido, a modern, nonviolent martial art also known as the ""Art of Peace"".","CA",3,99,"yes","yes","yes","Martial Arts",,,,29.99,"per_week","phone, email","https://www.facebook.com/pages/Tarzana-Aikikai/225990591446?fref=ts","no","http://www.tarzanaaikikai.com/assets/images/USAF_TM_rgb_72.jpg","http://www.tarzanaaikikai.com/assets/images/photo-childrens-aikido-group.jpg"
"Shito-Ryu Karate-Do Genbu-Kai","http://genbu-kai.com/","jkfitosu@juno.com","1429 N. Bristol Ave","Santa Ana",92706,"(714) 543-5550","Welcome to our studios. We have prepared this brochure to introduce you to the Art of Karate-Do and Shito-Ryu Karate-Do Genbu-Kai of America. KARATE: a Japanese word meaning ""empty"" (Kara) and ""hand"" (The). It is asystem of attack and defense that used all parts of the body (hands, feet, elbows, fingers, etc.) to kick, punch, chop, but or any other move that is effective in defending yourself. Many of the movements have been analyzed and geometrically calculated so that wherever the action, a block or a punch, it is the maximum the human body can achieve. One quickly learns that it is not the size and strength alone that are the deciding factors in who will emerge victorious in physical combat.","CA",2,99,"yes",,,"Martial Arts",,,,60,"per_month","web form, phone, email",,,"http://genbu-kai.com/image-jkf/goodwill-2014/tournament-pics/gwg-2014-009-a.jpg","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/165350_102839263126848_1129751_n.jpg?oh=01368695f5f62009d03b5467fe968cf5&oe=551DEF2F&__gda__=1423242471_d97a61e7b278770b9c32879fe3e00039"
"Association for Shotokan Karate of Napa","http://www.asknapa.com/index.php",,"1755 Industrial Way #22","Napa",94558,"(707) 853-9261","The Association for Shotokan Karate of Napa (ASKN) is devoted to the teaching and promotion of the art of Karate.  We are part of an international organization, the largest Karate group in the world, the ISKF (International Shotokan Karate Federation).  This membership ensures the highest standard and uniformity of teaching, ranking and competition judging. ASKN was born in May 1985.   Founded by Sensei Greg Leonard, Yondan (4th degree Black Belt) and assisted by his wife, Candace Hammond, Nidan (2nd degree Black Belt), they offered classes to the public in various training spaces.  In early 1988, they opened their first dojo at 714 First St. in Napa. After many years of dedicated teaching and leadership, Sensei Leonard retired in May 2001.  Instruction continued under the guidance of his most senior student, Chela Morales-Placone, Godan (5th degree Black Belt).  She and her husband, Rick Placone, Yondan (4th degree Black Belt) carry on the tradition of Shotokan Karate in Napa adhering to the high standards and excellence in teaching established by their teacher, Sensei Leonard.","CA",,,"yes",,,"Martial Arts",,,,40,"per_month","web form, phone",,,"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/150147_906228902721796_8462870243331013015_n.jpg?oh=e0a548406c2d541f6c2fadad2581e42a&oe=55188B08&__gda__=1427473199_8ad8f47dc9e0e9e09612d8899eff8e1c","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpa1/t31.0-8/10506559_10202997733920705_4093765323200839078_o.jpg"
"Kid Gloves Boxing","http://www.kidglovesboxing.com/index.html","Robert@KidGlovesBoxing.com","1555 Simi Town Center Way #230","Simi Valley",93065,"(805) 206·9403","Kid Gloves is an organization dedicated to educating our students in the art of self defense as well as achieving physical excellence through proper nutrition and fitness. We will provide positive reinforcement by acknowledging our students progress both in physical and scholastic achievements. To achieve physical and scholastic excellence, our students will realize (at their own pace) that with dedication, self-discipline and hard work, these can be accomplished.","CA",6,99,"yes",,,"Martial Arts",,,"Boxing",,,"phone, email",,,"http://www.kidglovesboxing.com/images/kgyouthboxing.jpg","http://www.kidglovesboxing.com/images/kg40.jpg"
