"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting Price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Shotokan Karate Leadership School",,,"3082 Marlow Road B1","Santa Rosa",95403,"707-575-1681",,,,,,,,"Martial Arts",,,,,,,,,,
"Ten-Chi Do Aikido",,,"10182 1 Ave Suite D","Hesperia",92345,"760-956-3875",,,,,,,,"Martial Arts",,,,,,,,,,
"Ata Black Belt Academy",,,"7731 N. 1st Street","Fresno",93720,"559-446-1112",,,,,,,,"Martial Arts",,,,,,,,,,
"Ata Black Belt Academy",,,"1416 Sonoma Ave","Santa Rosa",95405,"707-568-4321",,,,,,,,"Martial Arts",,,,,,,,,,
"Sama Academy of Martial Arts",,,"2720 Pinole Valley Road","Pinole",94564,"510-758-2007",,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
,,,,,,,,,,,,,,"Martial Arts",,,,,,,,,,
